TIRF Data File: Project 1792; Run 29; ISO False; ID IVMgsU9
ET	V	SA	IA	RL	FX	FY	FZ	MX	MZ	NFX	NFY	P	N	HT	RE	SR	TSTO	TSTC	TSTI	TSTSI	RST	CFZ	CV	CSA	CSR	CP	CIA	AmbTmp	BELTX
s	kph	deg	deg	cm	N	N	N	Nm	Nm	none	none	psi	rpm	Nm	cm	SAE	deg c	deg c	deg c	deg c	deg c	N	kph	deg	none	psi	deg	deg c	cm
17.93	0.23	0.016	0.004	32.33	-1368.35	409.54	-3046.17	119.40	-17.84	0.45	-0.13	17.07	0.09	-557.37	656.55	-0.95	30.08	26.43	27.66	30.28	22.20	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	0.33
17.94	0.15	0.018	0.004	32.33	-1517.31	406.30	-3038.82	119.81	-21.68	0.50	-0.13	17.05	0.22	-614.74	181.85	-0.82	30.10	26.45	27.73	30.30	22.19	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.36
17.95	0.07	0.013	0.003	32.33	-1676.90	405.25	-3033.55	121.00	-26.68	0.55	-0.13	17.06	-0.15	-674.56	-129.24	-1.25	30.10	26.46	27.69	30.28	22.19	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	0.39
17.96	0.05	0.007	-0.000	32.33	-1847.42	400.68	-3024.20	120.27	-32.97	0.61	-0.13	17.06	-0.15	-733.15	-80.03	-1.40	30.14	26.44	27.71	30.30	22.17	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	0.42
17.97	0.04	0.012	0.001	32.33	-2015.68	397.50	-3018.52	120.95	-37.95	0.67	-0.13	17.07	0.09	-789.30	102.35	-0.68	30.21	26.41	27.77	30.33	22.16	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.45
17.98	0.16	0.023	-0.000	32.33	-2184.80	394.23	-3009.57	121.79	-44.06	0.73	-0.13	17.08	-0.03	-829.59	-1463.55	-1.02	30.19	26.41	27.74	30.26	22.16	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.48
17.99	0.25	0.023	-0.005	32.34	-2350.08	390.78	-3001.94	122.19	-49.86	0.78	-0.13	17.08	0.09	-885.74	709.33	-0.95	30.23	26.40	27.73	30.25	22.17	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	0.51
18.00	0.22	0.025	-0.000	32.33	-2506.25	385.43	-2997.71	122.52	-54.75	0.84	-0.13	17.10	-0.27	-934.57	-216.32	-1.15	30.29	26.39	27.71	30.22	22.18	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	0.55
18.01	0.12	0.020	-0.002	32.33	-2661.69	383.32	-2991.75	124.60	-60.48	0.89	-0.13	17.10	0.09	-988.28	339.87	-0.90	30.29	26.37	27.77	30.22	22.19	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.59
18.02	0.06	0.019	-0.002	32.33	-2824.94	382.36	-2981.59	124.51	-66.35	0.95	-0.13	17.11	0.09	-1054.20	181.52	-0.82	30.29	26.33	27.81	30.25	22.21	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.63
18.03	0.05	0.015	0.007	32.33	-2996.73	378.36	-2976.70	124.40	-70.88	1.01	-0.13	17.10	-0.03	-1117.67	-423.01	-1.08	30.31	26.37	27.79	30.25	22.22	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	0.67
18.04	0.05	0.018	0.007	32.33	-3183.67	376.28	-2964.51	123.84	-76.62	1.07	-0.13	17.11	-0.15	-1184.81	-80.03	-1.40	30.34	26.34	27.79	30.23	22.23	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.71
18.05	0.17	0.015	0.003	32.33	-3377.97	375.05	-2958.91	125.04	-82.81	1.14	-0.13	17.12	0.09	-1245.85	471.82	-0.93	30.35	26.34	27.76	30.26	22.23	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.74
18.06	0.27	0.023	0.001	32.33	-3569.21	371.70	-2951.06	124.83	-87.88	1.21	-0.13	17.11	-0.03	-1300.78	-2504.09	-1.01	30.32	26.33	27.76	30.22	22.25	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	0.78
18.07	0.19	0.016	-0.000	32.33	-3753.29	367.12	-2940.50	122.11	-91.28	1.28	-0.12	17.11	0.09	-1361.81	550.99	-0.94	30.27	26.34	27.69	30.23	22.30	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	0.82
18.08	0.12	0.016	0.001	32.33	-3927.20	366.11	-2941.19	123.47	-94.48	1.34	-0.12	17.13	0.09	-1409.42	339.87	-0.90	30.31	26.33	27.68	30.26	22.31	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.86
18.09	0.05	0.023	0.001	32.32	-4100.93	366.24	-2933.96	123.41	-97.60	1.40	-0.12	17.12	0.09	-1464.35	155.13	-0.79	30.24	26.34	27.66	30.28	22.31	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.89
18.10	0.14	0.016	-0.002	32.32	-4272.73	362.61	-2932.94	122.18	-100.18	1.46	-0.12	17.12	0.09	-1525.39	392.65	-0.92	30.21	26.35	27.58	30.31	22.30	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	0.94
18.11	0.26	0.019	0.004	32.32	-4447.36	360.63	-2933.35	122.64	-103.17	1.52	-0.12	17.12	0.09	-1581.54	735.72	-0.96	30.19	26.37	27.56	30.28	22.27	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	0.97
18.12	0.21	0.019	-0.002	32.32	-4626.23	357.99	-2935.85	122.72	-106.73	1.58	-0.12	17.12	0.22	-1640.13	262.01	-0.88	30.13	26.38	27.54	30.34	22.24	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.02
18.13	0.12	0.012	0.004	32.31	-4805.92	354.76	-2934.33	120.79	-110.13	1.64	-0.12	17.11	0.09	-1713.37	339.87	-0.90	30.21	26.41	27.54	30.31	22.25	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.06
18.14	0.07	0.025	-0.000	32.31	-4981.20	350.96	-2931.50	117.45	-111.56	1.70	-0.12	17.11	-0.03	-1770.75	-683.14	-1.05	30.18	26.37	27.48	30.33	22.25	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	1.12
18.15	0.06	0.015	-0.002	32.31	-5166.44	347.24	-2926.86	112.63	-113.77	1.77	-0.12	17.12	-0.03	-1843.99	-596.43	-1.05	30.13	26.39	27.51	30.30	22.29	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.17
18.16	0.19	0.016	-0.003	32.31	-5362.61	346.99	-2921.84	109.12	-115.34	1.84	-0.12	17.12	0.09	-1909.91	550.99	-0.94	30.14	26.37	27.53	30.30	22.32	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.23
18.17	0.26	0.020	-0.003	32.30	-5572.21	350.27	-2919.02	107.28	-117.82	1.91	-0.12	17.12	-0.03	-1983.15	-2417.38	-1.01	30.10	26.38	27.54	30.31	22.35	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	1.27
18.18	0.20	0.016	0.001	32.30	-5782.82	351.53	-2920.99	107.45	-120.22	1.98	-0.12	17.10	-0.03	-2045.40	-1897.11	-1.02	30.13	26.40	27.56	30.30	22.36	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.31
18.19	0.12	0.018	0.003	32.29	-5991.79	353.71	-2926.44	107.69	-122.97	2.05	-0.12	17.10	0.22	-2111.32	147.49	-0.78	30.13	26.41	27.56	30.31	22.35	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.35
18.20	0.19	0.018	-0.003	32.29	-6192.23	350.83	-2930.47	104.86	-126.41	2.11	-0.12	17.09	0.22	-2171.14	227.66	-0.86	30.16	26.41	27.56	30.33	22.35	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.41
18.21	0.28	0.019	0.004	32.29	-6381.83	346.49	-2934.19	103.43	-126.71	2.17	-0.12	17.10	0.34	-2239.50	218.50	-0.85	30.10	26.39	27.56	30.33	22.33	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.46
18.22	0.21	0.018	0.005	32.28	-6574.94	342.93	-2946.06	103.91	-127.80	2.23	-0.12	17.07	-0.15	-2309.08	-375.32	-1.09	30.18	26.41	27.54	30.34	22.33	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.51
18.23	0.13	0.013	-0.003	32.28	-6776.04	338.79	-2952.44	101.83	-128.42	2.30	-0.11	17.08	-0.03	-2388.42	-1203.41	-1.03	30.11	26.38	27.56	30.33	22.32	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.56
18.24	0.10	0.026	0.004	32.27	-6991.62	335.52	-2956.14	99.98	-131.21	2.37	-0.11	17.07	0.09	-2454.34	287.08	-0.89	30.11	26.39	27.59	30.30	22.31	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.61
18.25	0.23	0.012	0.001	32.27	-7213.53	337.34	-2958.07	97.26	-134.52	2.44	-0.11	17.08	0.22	-2536.13	284.92	-0.89	30.11	26.40	27.59	30.28	22.30	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.67
18.26	0.26	0.019	-0.003	32.27	-7430.51	336.81	-2962.44	95.02	-135.52	2.51	-0.11	17.09	-0.27	-2605.71	-252.56	-1.13	30.13	26.36	27.59	30.26	22.29	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.73
18.27	0.19	0.020	-0.002	32.27	-7645.76	340.12	-2963.96	93.78	-136.88	2.58	-0.11	17.11	-0.15	-2671.62	-326.10	-1.10	30.11	26.36	27.58	30.25	22.26	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	1.78
18.28	0.15	0.015	0.011	32.26	-7858.31	344.01	-2976.11	95.77	-137.93	2.64	-0.12	17.12	0.09	-2744.86	419.04	-0.92	30.14	26.35	27.61	30.22	22.25	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	1.84
18.29	0.25	0.016	0.010	32.25	-8072.94	344.91	-2978.89	94.80	-138.88	2.71	-0.12	17.13	-0.03	-2820.55	-2330.67	-1.01	30.18	26.34	27.59	30.18	22.22	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.90
18.30	0.26	0.023	0.003	32.25	-8295.47	342.02	-2985.92	93.72	-139.99	2.78	-0.11	17.15	-0.03	-2906.00	-2417.38	-1.01	30.16	26.32	27.56	30.17	22.21	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	1.96
18.31	0.17	0.013	0.004	32.24	-8526.75	341.76	-2996.82	92.94	-141.77	2.85	-0.11	17.15	-0.03	-2982.90	-1550.26	-1.02	30.16	26.31	27.56	30.13	22.22	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.02
18.32	0.13	0.022	0.005	32.24	-8761.74	339.30	-3003.14	91.75	-143.80	2.92	-0.11	17.16	-0.03	-3056.14	-1203.41	-1.03	30.18	26.32	27.56	30.13	22.23	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.08
18.33	0.23	0.019	0.005	32.24	-9004.44	337.92	-3006.95	89.85	-146.57	2.99	-0.11	17.16	-0.03	-3148.92	-2157.24	-1.01	30.18	26.28	27.56	30.07	22.24	-3112.87	1.66	0.000	10.00	17.00	0.000	26.82	2.14
18.34	0.27	0.020	0.008	32.23	-9237.78	334.29	-3013.90	86.64	-145.74	3.07	-0.11	17.17	0.22	-3223.38	330.73	-0.90	30.23	26.29	27.59	30.09	22.24	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.20
18.35	0.19	0.016	-0.003	32.23	-9481.92	334.61	-3019.02	86.04	-148.02	3.14	-0.11	17.17	-0.27	-3308.83	-180.09	-1.18	30.18	26.27	27.56	30.09	22.25	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	2.27
18.36	0.21	0.016	-0.002	32.23	-9728.87	333.25	-3024.66	83.78	-148.81	3.22	-0.11	17.16	0.09	-3397.94	603.77	-0.95	30.21	26.28	27.54	30.07	22.27	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	2.32
18.37	0.29	0.023	0.001	32.23	-9978.92	337.74	-3032.94	84.93	-151.40	3.29	-0.11	17.17	0.22	-3474.84	353.63	-0.91	30.16	26.30	27.53	30.05	22.29	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	2.38
18.38	0.22	0.018	0.003	32.22	-10225.92	338.65	-3039.58	83.29	-150.94	3.36	-0.11	17.19	0.22	-3565.17	273.47	-0.88	30.21	26.28	27.51	30.09	22.31	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.45
18.39	0.15	0.022	0.003	32.22	-10482.05	343.02	-3048.05	84.48	-153.97	3.44	-0.11	17.21	0.09	-3643.30	419.04	-0.92	30.18	26.29	27.56	30.12	22.32	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.51
18.40	0.23	0.029	0.001	32.22	-10731.45	341.44	-3053.09	81.52	-154.21	3.51	-0.11	17.21	0.09	-3733.63	656.55	-0.95	30.16	26.30	27.51	30.10	22.32	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	2.57
18.41	0.28	0.025	-0.002	32.22	-10990.66	339.84	-3060.87	80.16	-157.73	3.59	-0.11	17.21	-0.27	-3821.52	-270.68	-1.12	30.18	26.29	27.48	30.17	22.34	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	2.64
18.42	0.21	0.016	0.004	32.21	-11242.81	339.77	-3071.73	78.82	-157.73	3.66	-0.11	17.21	0.09	-3899.65	603.77	-0.95	30.27	26.29	27.49	30.22	22.34	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.71
18.43	0.23	0.016	0.003	32.21	-11501.34	335.94	-3080.67	77.13	-162.13	3.73	-0.11	17.22	0.09	-3986.32	656.55	-0.95	30.19	26.30	27.51	30.26	22.34	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	2.78
18.44	0.29	0.020	0.007	32.20	-11754.23	336.86	-3092.55	75.50	-164.49	3.80	-0.11	17.24	0.09	-4074.21	814.89	-0.96	30.19	26.31	27.53	30.25	22.36	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	2.84
18.45	0.23	0.016	0.004	32.20	-12012.03	334.13	-3095.73	72.65	-169.73	3.88	-0.11	17.24	0.22	-4163.32	284.92	-0.89	30.24	26.31	27.53	30.25	22.34	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.92
18.46	0.19	0.018	0.010	32.20	-12266.34	336.47	-3107.15	73.77	-170.38	3.95	-0.11	17.24	0.09	-4257.31	524.60	-0.94	30.26	26.31	27.53	30.22	22.34	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	2.99
18.47	0.28	0.025	0.010	32.20	-12535.11	338.41	-3113.02	72.26	-174.37	4.03	-0.11	17.24	-0.15	-4342.76	-490.15	-1.07	30.21	26.28	27.51	30.23	22.35	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	3.07
18.48	0.28	0.016	0.007	32.19	-12800.16	336.84	-3118.17	70.56	-176.80	4.11	-0.11	17.24	-0.15	-4219.47	-490.15	-1.07	30.26	26.26	27.51	30.22	22.35	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	3.19
18.49	0.24	0.020	0.007	32.20	-12613.17	332.05	-3135.04	80.35	-218.02	4.02	-0.11	17.23	0.09	-1833.00	682.94	-0.95	30.21	26.25	27.48	30.23	22.40	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	3.39
18.50	0.34	0.029	0.010	32.19	-10254.13	290.63	-3199.26	90.58	-366.36	3.21	-0.09	17.21	0.34	-144.77	269.69	-0.88	30.21	26.27	27.53	30.17	22.42	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	3.65
18.51	0.48	0.051	-0.000	32.20	-6385.61	197.34	-3329.09	114.61	-252.94	1.92	-0.06	17.19	-0.03	-336.42	-4498.46	-1.01	30.18	26.28	27.53	30.15	22.41	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	3.90
18.52	0.66	0.066	0.004	32.19	-3192.36	104.44	-3351.69	110.25	108.01	0.95	-0.03	17.17	0.09	-851.56	1870.51	-0.98	30.11	26.31	27.48	30.13	22.40	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	4.14
18.53	0.77	0.053	-0.002	32.19	-1872.12	-3.06	-3215.84	68.11	380.43	0.58	0.00	17.13	0.34	-1166.50	606.09	-0.95	30.18	26.33	27.48	30.17	22.40	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	4.35
18.54	0.82	0.037	0.003	32.18	-2350.14	-5.50	-3126.24	65.50	292.58	0.75	0.00	17.12	1.07	-1395.99	202.82	-0.84	30.18	26.32	27.49	30.18	22.40	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	4.57
18.55	0.82	0.022	0.001	32.19	-3837.68	107.05	-3098.34	115.70	-62.54	1.24	-0.03	17.10	2.29	-1721.92	94.74	-0.66	30.13	26.35	27.49	30.22	22.39	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	4.81
18.56	0.83	0.023	0.004	32.19	-5141.88	112.56	-3039.33	111.98	-276.46	1.69	-0.04	17.09	3.75	-2140.62	58.45	-0.45	30.10	26.36	27.44	30.22	22.37	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	5.03
18.57	0.82	0.035	-0.000	32.19	-5810.97	22.64	-3024.60	83.96	-194.97	1.92	-0.01	17.10	4.12	-2530.02	52.66	-0.39	30.11	26.35	27.43	30.23	22.35	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	5.19
18.58	0.79	0.039	0.004	32.19	-6316.99	-19.82	-3033.84	77.76	-22.74	2.08	0.01	17.09	4.36	-2810.78	48.01	-0.33	30.08	26.34	27.46	30.22	22.33	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	5.27
18.59	0.71	0.028	-0.003	32.19	-7032.22	-30.74	-3054.05	85.18	45.94	2.30	0.01	17.08	4.00	-2948.72	46.85	-0.31	30.05	26.34	27.44	30.20	22.33	-3112.87	1.66	0.000	10.00	17.00	0.000	26.84	5.31
18.60	0.51	0.019	0.005	32.19	-7875.77	-38.21	-3051.58	79.57	-18.82	2.58	0.01	17.07	4.00	-2421.38	33.89	-0.05	30.03	26.32	27.44	30.22	22.30	-3112.87	1.66	0.000	10.00	17.00	0.000	26.85	5.34
18.61	0.32	0.019	-0.008	32.19	-7937.42	-20.39	-3045.25	79.68	-181.80	2.61	0.01	17.07	2.90	-901.61	29.69	0.08	30.06	26.31	27.46	30.20	22.26	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	5.44
18.62	0.25	0.031	0.010	32.18	-6368.92	27.03	-3110.70	75.39	-305.64	2.05	-0.01	17.07	1.19	-504.88	55.68	-0.42	30.00	26.29	27.44	30.20	22.26	-3112.87	1.66	0.000	10.00	17.00	0.000	26.83	5.58
18.63	0.33	0.044	0.001	32.19	-4172.95	18.88	-3210.94	98.63	-154.00	1.30	-0.01	17.04	0.70	-799.07	125.88	-0.74	30.06	26.30	27.43	30.18	22.26	-3112.87	1.66	0.000	8.17	17.00	0.000	26.85	5.75
18.64	0.39	0.053	0.001	32.19	-2632.48	-18.11	-3203.83	84.81	124.87	0.82	0.01	17.04	0.83	-1090.82	125.22	-0.74	30.03	26.29	27.43	30.18	22.24	-3112.87	1.66	0.000	8.17	17.00	0.000	26.84	5.89
18.65	0.48	0.042	0.001	32.19	-2222.88	-41.59	-3134.37	71.74	281.60	0.71	0.01	17.05	0.83	-1259.27	155.12	-0.79	30.03	26.28	27.46	30.17	22.23	-3112.87	1.66	0.000	6.33	17.00	0.000	26.83	6.02
18.66	0.51	0.016	-0.002	32.19	-2876.39	2.59	-3090.01	83.04	162.71	0.93	-0.00	17.04	0.95	-1417.96	142.96	-0.77	30.05	26.27	27.46	30.18	22.23	-3112.87	1.66	0.000	6.33	17.00	0.000	26.83	6.14
18.67	0.48	0.012	-0.002	32.19	-4073.44	89.06	-3038.49	107.05	-108.69	1.34	-0.03	17.06	0.70	-1634.03	182.02	-0.82	30.02	26.26	27.46	30.22	22.23	-3112.87	1.66	0.000	4.50	17.00	0.000	26.85	6.27
25.97	0.02	0.020	-0.000	32.33	-43.98	412.92	-3078.49	56.76	-36.37	0.01	-0.13	17.07	-0.03	-5.62	-162.87	-1.20	29.34	26.15	26.98	30.77	21.85	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	0.00
25.98	0.01	0.019	-0.008	32.33	-38.07	411.36	-3082.26	57.01	-35.47	0.01	-0.13	17.07	0.09	-4.39	23.18	0.39	29.32	26.16	27.03	30.78	21.85	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	-0.01
25.99	0.02	0.018	0.005	32.33	-36.49	413.22	-3082.36	57.25	-35.21	0.01	-0.13	17.08	0.09	-5.62	49.57	-0.35	29.32	26.18	27.00	30.81	21.85	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	0.00
26.00	0.01	0.018	-0.006	32.33	-39.28	412.60	-3078.84	56.17	-35.59	0.01	-0.13	17.08	0.09	-9.28	23.18	0.39	29.37	26.18	27.03	30.80	21.86	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.01	0.01	0.018	-0.008	32.33	-40.82	412.49	-3080.93	56.46	-35.19	0.01	-0.13	17.08	-0.03	-11.72	-76.16	-1.42	29.34	26.19	27.08	30.80	21.89	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	0.00
26.02	-0.00	0.012	-0.003	32.33	-48.72	412.78	-3079.68	56.95	-35.37	0.02	-0.13	17.10	-0.15	-10.50	2.00	15.20	29.32	26.19	27.03	30.80	21.90	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	0.00
26.03	-0.02	0.015	0.005	32.32	-54.58	413.25	-3078.24	56.72	-36.88	0.02	-0.13	17.10	-0.03	-6.84	183.97	-0.82	29.28	26.20	27.06	30.77	21.89	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.04	0.01	0.019	-0.000	32.33	-45.52	414.00	-3079.24	56.47	-35.97	0.01	-0.13	17.10	-0.03	-5.62	-76.16	-1.42	29.34	26.19	27.01	30.77	21.89	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	0.00
26.05	0.02	0.019	-0.003	32.33	-33.35	411.52	-3079.40	55.38	-34.55	0.01	-0.13	17.12	-0.27	-0.73	-17.02	-2.90	29.29	26.19	27.08	30.73	21.89	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	0.00
26.06	0.01	0.016	0.004	32.33	-28.20	413.06	-3083.23	56.73	-34.10	0.01	-0.13	17.15	0.09	-6.84	23.18	0.39	29.24	26.16	27.03	30.75	21.90	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	0.00
26.07	0.02	0.023	0.007	32.32	-34.51	413.21	-3080.68	55.77	-34.64	0.01	-0.13	17.13	0.09	-5.62	49.57	-0.35	29.31	26.15	27.01	30.72	21.93	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.08	-0.00	0.016	-0.002	32.33	-38.76	411.69	-3084.64	57.94	-34.60	0.01	-0.13	17.15	-0.15	0.49	2.00	15.20	29.23	26.12	27.05	30.73	21.95	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	0.00
26.09	0.01	0.013	-0.002	32.33	-37.38	415.19	-3081.55	58.89	-36.35	0.01	-0.13	17.18	-0.27	1.71	-7.96	-5.06	29.26	26.13	27.06	30.72	21.97	-3112.87	1.66	0.000	10.00	17.00	0.000	26.86	0.00
26.10	0.02	0.023	-0.002	32.33	-21.70	412.89	-3083.03	58.59	-34.12	0.01	-0.13	17.18	-0.03	4.15	-162.87	-1.20	29.19	26.16	27.05	30.77	21.98	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.11	0.02	0.016	0.001	32.33	-9.21	413.12	-3083.83	59.34	-31.93	0.00	-0.13	17.18	0.09	4.15	49.57	-0.35	29.19	26.16	27.05	30.72	21.97	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	-0.01
26.12	0.01	0.019	0.001	32.33	6.56	413.13	-3084.23	59.39	-29.02	-0.00	-0.13	17.16	0.09	7.81	23.18	0.39	29.19	26.14	27.00	30.72	21.96	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	-0.01
26.13	0.04	0.016	0.001	32.32	11.67	413.19	-3089.68	61.96	-29.87	-0.00	-0.13	17.16	-0.15	16.36	-63.62	-1.51	29.16	26.16	26.95	30.68	21.97	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	0.00
26.14	0.01	0.016	-0.006	32.33	16.58	411.72	-3087.72	62.10	-29.52	-0.01	-0.13	17.18	-0.27	11.47	-7.96	-5.06	29.16	26.16	26.93	30.68	21.97	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.15	0.01	0.013	0.004	32.33	18.16	414.58	-3086.67	62.46	-28.61	-0.01	-0.13	17.20	-0.15	9.03	-14.41	-3.24	29.13	26.16	26.91	30.68	21.96	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	0.00
26.16	-0.02	0.022	-0.002	32.33	14.67	413.17	-3087.95	63.03	-27.48	-0.00	-0.13	17.19	-0.03	7.81	183.97	-0.82	29.13	26.16	26.90	30.68	21.96	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	0.00
26.17	0.02	0.018	0.003	32.32	8.89	414.48	-3089.66	62.87	-26.39	-0.00	-0.13	17.18	0.22	2.93	21.51	0.50	29.08	26.15	26.86	30.68	21.95	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.18	-0.00	0.016	-0.003	32.33	6.00	415.39	-3091.10	64.59	-26.17	-0.00	-0.13	17.16	-0.03	15.14	10.55	2.06	29.10	26.19	26.88	30.70	21.97	-3112.87	1.66	0.000	10.00	17.00	0.000	26.90	0.00
26.19	0.01	0.026	-0.000	32.33	3.93	416.75	-3090.15	65.33	-26.13	-0.00	-0.13	17.16	-0.15	12.70	-14.41	-3.24	29.08	26.17	26.88	30.73	21.97	-3112.87	1.66	0.000	10.00	17.00	0.000	26.87	0.00
26.20	0.01	0.015	-0.006	32.33	7.57	412.98	-3090.12	63.99	-25.27	-0.00	-0.13	17.17	0.09	6.59	23.18	0.39	29.11	26.17	26.93	30.73	21.99	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	0.00
26.21	0.01	0.019	-0.002	32.33	9.06	413.25	-3090.43	64.66	-25.68	-0.00	-0.13	17.16	0.09	7.81	23.18	0.39	29.07	26.16	26.96	30.75	22.02	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	-0.01
26.22	0.03	0.009	0.001	32.32	10.42	414.53	-3091.50	65.02	-25.51	-0.00	-0.13	17.15	-0.03	7.81	-249.59	-1.13	29.10	26.15	26.96	30.81	22.04	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	-0.01
26.23	-0.00	0.023	0.007	32.33	11.13	412.55	-3089.03	63.59	-25.73	-0.00	-0.13	17.14	-0.15	12.70	2.00	15.20	29.13	26.16	26.98	30.81	22.03	-3112.87	1.66	0.000	10.00	17.00	0.000	26.88	-0.01
26.24	0.01	0.012	-0.003	32.33	20.60	413.18	-3090.83	64.71	-24.01	-0.01	-0.13	17.14	-0.03	15.14	-76.16	-1.42	29.11	26.15	26.98	30.81	22.03	-3112.87	1.66	0.000	10.00	17.00	0.000	26.89	-0.01
26.25	0.03	0.015	-0.003	32.33	24.90	414.29	-3093.28	65.25	-24.68	-0.01	-0.13	17.14	-0.03	21.24	-249.59	-1.13	29.13	26.14	27.00	30.83	22.05	-3112.87	1.66	0.000	10.00	17.00	0.000	26.90	-0.01
